"Primary_Accession",count
"Q0TMJ3",7
"A2RJQ3",7
"Q7V0A5",7
"Q8NX35",7
"A6LJK7",7
"Q0A6J7",6
"Q82AE1",6
"Q8P2B4",6
"Q1JN87",6
"Q1JID8",6
"Q8R9G2",8
"B7UQH9",2
"P14161",2
"A1R0M2",10
"Q2SXA6",10
"A8LPD4",10
"Q0I1B8",10
"A9M4L8",10
"Q5X9F3",10
"A2RGX2",10
"Q5EAJ7",84
"Q4CUM2",84
"O02827",2
"Q8N1T3",135
"Q9I8D1",135
"Q9LXD7",3
"B4TC11",2
"P24519",2
"Q93CP9",2
"Q87QT6",2
"Q7WH65",15
"Q7W9J5",15
"Q31G32",15
"Q96MN2",1
"A9MNY6",220
"Q70Z19",2
"Q9ZUP3",2
"B9KCQ2",43
"B0URQ3",43
"Q3HS05",43
"A4VJ11",43
"Q6BUI4",8
"P17982",3
"A4UHP8",41
"Q8QPJ5",47
"Q8B6J9",41
"P21700",73
"Q85UU0",15
"Q8M9T5",15
"A2CD94",15
"Q37619",15
"Q641Y2",15
"Q0MQI5",5
"Q9GLR1",2
"P12447",12
"Q5R9V6",4
"P96724",3
"A8AKS5",2
"B7K379",4
"Q3ZWY7",5
"Q9X2H9",5
"Q9UJF2",1
"Q3HXY8",2
"Q3HXY5",2
"A9GMF2",6
"B3H317",6
"A4G6P0",6
"Q1IJ81",6
"Q3SNN8",6
"A1S3W9",6
"P39865",27
"Q57118",60
"P05342",26
"F6R2G2",1
"A7YT82",21
"Q4PB56",21
"P40165",1
"Q83CM5",9
"B8E2P6",9
"D1BAA5",9
"Q7K4H4",6
"Q9Y239",1
"Q2UC04",8
"A7F2R6",8
"Q90703",326
"Q8L7Y9",2
"Q735N7",23
"P39899",52
"Q60019",2
"Q1K9Q1",364
"P03472",364
"Q72S00",37
"Q8EAC7",62
"P21431",13
"B2BRG4",2
"P34130",2
"P52913",43
"Q2QD36",2
"Q94VC3",2
"Q8YZV7",2
"Q06GU6",2
"Q9BBP3",2
"B1NWJ9",2
"Q32S08",2
"Q32007",2
"Q6ENB0",2
"P0C326",2
"P0C327",2
"P0C328",2
"Q32516",2
"Q9M3J4",2
"Q9MIY0",2
"P48921",2
"A5GCZ4",5
"Q8L831",2
"A7MH24",5
"A7NIV9",15
"B4SJH6",8
"B2ULZ0",15
"A7GV48",18
"Q74GA5",15
"A3PIX1",15
"A8GX80",15
"Q1RJI9",15
"A8EZ86",15
"Q5FGW5",2
"Q5HB99",2
"Q6D2S3",2
"B6ISX4",2
"C4K222",2
"B0BVB1",2
"A8GTS1",2
"Q68VV3",2
"Q1RKE5",2
"Q4UK26",2
"P37430",6
"Q45101",99
"Q7WQL8",1
"Q7W1P2",1
"Q7VZX6",1
"C0QX49",1
"Q18B27",1
"Q2GDW7",1
"A1AT81",1
"C0QUB5",1
"A1AW67",1
"Q5HNQ7",1
"B4U3Q7",1
"A8AWM9",1
"Q2JS78",1
"B5FGF9",1
"Q9M7Z1",3
"Q72GU2",10
"P12695",3
"P47516",30
"P29804",32
"Q6GHZ2",38
"O15527",7
"Q9FEX0",117
"Q54EF5",7
"Q55CR3",7
"Q09087",18
"P75473",413
"P0CL21",413
"Q6N0J0",413
"Q31TJ4",413
"B9DUY9",413
"Q8ZBG8",413
"Q1CM06",413
"A4TQQ1",413
"P15293",5
"O00750",64
"P79820",113
"P31956",47
"O88806",18
"C6C6T1",1
"B2K0E2",1
"Q8CIN4",1
"Q8VXG7",40
"P36102",6
"Q391N3",20
"B7H011",20
"B7I682",20
"B2HTG4",20
"B0V5M5",20
"Q0VSR3",20
"A4W6N8",20
"A0AK07",20
"B4RAD7",20
"Q7TTU0",20
"Q6F855",74
"A0RBZ3",74
"B7IPB8",74
"C1EN37",74
"Q2T095",74
"B9ML77",74
"B1KUY6",74
"B2UW10",74
"Q605G9",74
"B7V1E2",74
"B0KHW5",74
"Q211R2",74
"B2SJL9",74
"Q5H0A4",74
"Q9PGR8",74
"B3QTQ3",8
"A9BV13",8
"Q605G8",8
"A3Q6Y4",8
"A1UMH9",8
"Q1B2L9",8
"A1AXA6",8
"Q5HL37",8
"Q8CMZ4",8
"A5CW02",8
"Q51D88",5
"P89463",1
"P0C1U9",51
"O42958",1
"P0DJV4",28
"P0DJR7",28
"P0DJT7",28
"P0DJT9",28
"P0CK70",28
"P12444",31
"Q1K9Q4",31
"Q30NP4",31
"Q2RF99",31
"Q2LG86",4
"P21428",4
"P26112",4
"Q0A2H7",4
"Q9IMP3",4
"A0R022",11
"A7Z7Z0",8
"Q72YV4",8
"A8FLY1",8
"A9KDE5",8
"Q1IGK1",28
"Q32AL7",8
"A3M840",20
"A3DJE3",20
"Q6NET5",20
"Q73TS2",20
"Q4J9S8",20
"P87208",226
"Q64338",106
"B4N7S9",8
"O55173",2
"B9JXN7",54
"A9IUY4",54
"B2J448",54
"Q31XS3",54
"Q9K4U6",17
"A8MB46",4
"P48612",4
"A0B6U3",4
"Q9LVY2",16
"B7LKB6",150
"Q8Z4N3",150
"A7MU37",150
"P52718",4
"Q9X4A7",8
"P59825",2
"O49293",39
"Q43735",44
"P17179",39
"Q9SUT2",39
"Q9VEG6",102
"P29495",32
"O62725",102
"P50318",17
"A6VLR3",17
"A1R6H1",17
"B2S1P1",17
"B1KTJ5",17
"Q6AS45",17
"A1KWN6",17
"Q88AK3",17
"P62420",17
"A7MTQ1",17
"A1CIV8",8
"P53611",55
"A1DAX2",1
"Q9ZHY3",2
"P58818",24
"P12768",25
"Q9Y6X2",1
"Q9TR36",3
"Q5U2N3",3
"Q39032",10
"Q5FX52",10
"Q02158",10
"O97143",2
"Q9ULL4",28
"P09627",44
"P05030",44
"Q9SG77",2
"Q84R10",2
"Q43043",2
"Q6G5H6",64
"B8D9E6",64
"P57442",64
"B8D7P8",64
"Q7N621",64
"Q6BNI6",3
"B1YTR1",33
"Q0BDC6",33
"A6LSR0",33
"A7ZS61",33
"B7LH99",33
"Q8X9M3",33
"B5YS54",33
"B7NKN3",33
"B6I1N9",33
"Q0BKU1",33
"Q5L0I2",33
"B3EAF2",33
"A5GF91",33
"B4U6R7",33
"Q0AK62",33
"A6Q4N2",33
"C0QTM3",33
"B3QZG1",33
"Q127W8",33
"B3QAB0",33
"Q3YX77",33
"Q1J4N2",33
"P72659",33
"A8F725",33
"B5FA83",33
"Q4IJU0",2
"Q6CWD7",2
"Q6UR06",60
"Q65729",2
"P14338",3259
"Q66575",3697
"P16604",3757
"Q9DSN9",21
"O90368",2
"P04585",242
"Q82851",118
"Q6F0V4",18
"P48484",11
"P62137",11
"O15757",11
"P48579",1
"P00635",4
"Q9NPH0",3
"O62807",3
"P09923",89
"O70196",28
"Q3MI05",4
"Q57962",18
"P55174",24
"P09321",3
"Q920I0",2
"Q6PF24",26
"O89044",4
"P40249",2
"P49927",2
"B9LPT9",7
"B2JGX3",266
"A4J3Q0",268
"B3E3M7",266
"Q18J39",266
"Q035M3",280
"Q9JUK8",280
"B4EUV1",262
"B0RS59",266
"Q81P26",6
"A5E964",6
"B2JHD6",6
"Q1R0B9",6
"Q72DJ9",6
"A1VF55",6
"Q9JUK7",6
"A1B9C7",6
"Q2RV05",6
"Q9PEM4",6
"Q28661",3
"Q92786",1
"Q9CQW3",3
"P33411",2
"Q18787",2
"P07268",18
"Q3V534",14
"Q8S8X4",14
"Q0P3K1",14
"Q06GR0",14
"Q8YLI4",14
"Q33332",14
"Q8MFA2",14
"Q318M0",14
"Q8H0S9",41
"P24625",150
"Q9TNF7",150
"A6MMS4",150
"Q9MUW0",150
"P07063",150
"Q3ZJ60",150
"A4QJM5",28
"A4QK44",28
"A4QLD2",28
"Q6EW26",28
"Q3C1I3",28
"Q33C41",28
"Q3ZJ43",28
"P06003",28
"Q9MUW2",150
"Q9TL00",150
"A0T097",150
"Q3B038",150
"Q1MFZ6",18
"A5IMC0",18
"Q9CJ82",20
"A8FKA1",19
"Q9PII7",19
"A0PXL3",19
"B5Z9B6",19
"C5CFR9",19
"Q034V1",19
"Q92F62",19
"B7KNU7",19
"A9W5L3",19
"C0QQW6",19
"B0KND4",19
"Q12R19",19
"B0TR35",19
"Q2LUK5",19
"Q9X1W1",19
"Q73II8",19
"Q6CFX5",9
"Q3KHL4",8
"Q8Z4L6",8
"Q6F6U0",31
"P12046",31
"Q6G338",31
"B7GU64",31
"Q1J2B4",31
"C6BVA6",31
"A3Q6D1",31
"Q04EU0",31
"A8F0X7",31
"A1RNX8",12
"Q30TB0",31
"Q10VV0",31
"A1JL09",31
"P30566",83
"P72478",151
"A7GKI2",14
"Q6NID8",14
"Q7N954",14
"A6VCW0",14
"Q02FG6",14
"Q98ES7",14
"Q1JE78",14
"Q1JP34",14
"Q48VY9",14
"Q3B083",14
"A0RLP6",57
"Q81JI9",57
"Q6HAG9",57
"Q8NM16",57
"A8LIN4",57
"A4G4L2",57
"A4H7A3",57
"Q2SR96",57
"Q6MSC7",57
"A1T2W5",57
"Q3ISN0",57
"Q4YU52",57
"Q6A6A3",57
"Q7V2H1",57
"C3KDW8",57
"B1VMC3",57
"Q5GT12",57
"Q7NIR9",8
"Q9CFE8",8
"A5GHL4",8
"P22115",24
"A1R6Z7",413
"A0JX76",413
"P57450",413
"A6T290",413
"P77883",413
"A6X568",413
"Q03HB3",413
"Q7MX58",413
"A8G2P1",413
"Q7V4X7",413
"Q2RPG0",413
"P19910",413
"B1W459",413
"Q87LF8",413
"A7ZKG7",14
"B7MIK3",14
"B7LFZ6",14
"B7M937",14
"A1A9V7",14
"B6I9D9",14
"Q1RD95",14
"Q087W5",14
"A5GR03",14
"B9JR03",15
"Q874I4",18
"A6VR01",8
"Q5PBX6",8
"A5UIK2",8
"B9L7R9",8
"Q1Q9K1",8
"Q68WZ6",8
"Q83GX8",8
"B0RUK3",8
"C6DJL2",224
"O58452",224
"P20742",34
"P44153",8
"Q3BNG9",8
"P0C6X9",141
"A1A7A6",1
"B5FGE9",1
"O85040",196
"O78259",196
"P28380",196
"P20455",196
"A4QKB3",196
"P26958",196
"Q32345",196
"P23755",196
"P93906",196
"Q7NIM7",196
"Q9BA49",196
"P28260",196
"P69575",196
"P69581",196
"P69583",196
"P69585",196
"P92407",196
"P30829",196
"P61293",196
"A4GYR8",196
"Q9UZD7",196
"P00868",40
"P16137",16
"Q0SSJ0",24
"Q9QNB3",65
"Q1C422",1
"P37858",1
"A9R0V9",1
"Q1CLL1",1
"B1JJA2",1
"P96920",4
"P71359",2
"Q2GJA0",4
"A1R2K7",4
"B8DVK3",4
"Q89BN4",4
"Q9PN35",4
"Q3Z8X4",4
"A5EY33",4
"A7NDC2",4
"Q2A2I5",4
"Q0BL35",4
"B2UU73",4
"Q5X1D9",4
"A5IHT0",4
"Q5WT52",4
"A4SEY8",4
"B1JBZ1",4
"A7WYM0",4
"Q932G3",4
"C3P5S0",2
"C3L8N9",2
"Q81SS2",2
"B7JHR7",2
"Q63DI3",2
"Q6HL06",2
"P58751",6
"Q9KB30",13
"Q89A21",18
"Q5R4N7",4
"P41767",12
"Q057W1",12
"B0RAQ5",12
"C1KYW0",12
"Q71WN5",12
"B8DBG6",12
"B9E8G1",12
"A1U367",12
"Q1GYE8",12
"Q1QQY7",12
"Q3SVP7",12
"Q5LQM7",12
"A3CN05",12
"B0RUA5",12
"Q8PC68",12
"Q9JXB3",12
"B2U8V1",12
"Q0VRV7",15
"P57608",2
"B3RDA4",12
"Q47CH1",3
"Q03Q83",38
"Q5X6N0",14
"Q5ZX60",14
"Q03GI2",13
"Q83P06",29
"Q65XV7",2
"Q8N7M5",3
"Q4KDI2",24
"O51934",19
"Q0TAF9",88
"Q926R0",88
"A8A2B3",34
"Q65SC0",6
"Q12P94",6
"Q9PLJ5",2
"Q9HWX4",2
"Q07WC1",11
"P71677",20
"B4TIF1",52
"B2I330",1
"B0VMU3",1
"A3M659",1
"B7JV66",1
"Q24W37",1
"B4U6U1",1
"A1U488",1
"A4SXC8",1
"Q87Y01",1
"Q21X03",1
"B1LAG0",1
"P0A5W9",37
"P0A5W8",37
"A1TAR1",4
"Q7T6Y9",38
"P36603",34
"O84410",20
"Q4G362",170
"A1XGS8",170
"Q5JDI6",46
"O61231",46
"O27717",35
"Q5JH36",34
"Q8TZK0",1
"P40212",10
"P02412",10
"B8GKF2",39
"O26129",46
"Q90YU8",46
"A5JSS2",12
"P50887",1
"Q2GL56",170
"Q75AP7",169
"Q8A479",170
"B1YGV3",170
"Q1MPR0",170
"B0SAF1",170
"B0SSH4",170
"Q82X85",170
"Q3SLP6",170
"Q65PA7",161
"A8F985",161
"B2S0I1",161
"Q3APH3",161
"C4ZBD4",167
"A8LC56",161
"B8F755",161
"Q034Y3",161
"B3WAL7",161
"A5VLK5",161
"B2G8X8",161
"Q5WZL2",161
"Q03ZP5",161
"B9E9J1",161
"Q46IQ9",161
"Q15YN9",161
"A5VXP7",161
"B0KK67",161
"Q88QN5",161
"Q1MIE1",161
"A8AZM5",161
"Q8A477",126
"C0Q9X2",126
"P61063",126
"Q72NG2",126
"Q9XD35",126
"B9E9J2",126
"Q1QN29",126
"Q2LQA0",126
"B0U5A8",125
"Q47J91",122
"B8E1E5",122
"P08895",122
"C6E4P5",122
"A7I5Q2",5
"Q5F5T9",122
"Q2G8W8",122
"Q6YR10",122
"Q46IS1",122
"Q8R7W6",122
"O83231",122
"B2S2E8",122
"B7GNC5",79
"Q1R0G0",41
"B1IGD9",49
"A0PXW1",43
"B7KI01",49
"B8G1Y1",48
"Q250L7",48
"Q839E9",43
"A0Q4J8",79
"Q8YPJ3",49
"Q6YR07",49
"Q3B6E7",84
"Q3IJK0",79
"Q2K9K1",79
"A8M514",43
"A4YBW8",79
"A1REC9",79
"B8ZKP5",43
"P12970",10
"B7H018",2
"B0V5N2",2
"B6EKM3",2
"F5ZEI8",2
"B3PL62",2
"Q9K0V4",2
"Q884S1",4
"Q57KD6",4
"C0PXG9",4
"D3V184",4
"Q5HQ34",4
"C1CIQ5",4
"Q8V4V3",98
"Q54IZ9",106
"Q9Y4G8",4
"Q8L6J3",7
"A6UV49",64
"P93993",60
"Q8A4A2",60
"A7MPF8",60
"Q6EW20",60
"Q07KP2",60
"Q92GZ0",60
"Q6L370",60
"Q6ENT2",60
"Q32RU7",60
"Q5NQ40",60
"A6TWJ0",101
"B2T759",101
"A6MM28",101
"Q0K606",101
"Q2S905",101
"Q5SCX8",101
"Q0ANP3",101
"Q09X25",101
"Q6YQW3",101
"Q9F3X8",101
"A2C6S8",101
"Q4K526",101
"Q1RHD0",101
"P46818",101
"Q2NWR6",101
"C5BQ39",101
"A6MMB3",98
"P14563",98
"Q20EX2",98
"Q0I7L8",98
"Q8MA10",36
"B1VKH5",94
"A1E9I3",34
"A3PEX2",94
"Q8HVY3",36
"Q31N15",94
"Q9XPS9",34
"B3GYV5",98
"Q058E6",98
"B2JIH3",98
"Q3A9Q8",98
"Q0K607",98
"A7ZUK2",98
"P0A8T8",98
"B1XBZ0",98
"A8A787",98
"B1IUQ9",98
"P0A8T7",98
"B2VG97",98
"Q2N5Q5",98
"Q73SE3",98
"Q6YQW2",98
"Q1Q8Q0",98
"Q31U09",98
"P0A8T9",98
"Q3YUZ6",98
"P0DF32",98
"A0LII5",98
"Q47LI6",98
"C5CKF4",98
"Q8U0E4",3
"Q2K619",12
"P06368",36
"Q0P3M9",40
"P51249",173
"Q8WI27",173
"P51308",173
"A2R994",50
"A5FZW9",36
"A6LPQ6",36
"A4QBG7",35
"Q8NT21",35
"A9NAL9",36
"B8FET9",40
"A8LM43",36
"P14040",11
"A3CSL3",15
"Q6LWX5",15
"O01692",10
"Q967G1",10
"Q9LF30",14
"Q9HM21",14
"P0CY39",19
"P0CX29",19
"P0CY40",19
"P0CX30",19
"Q6FLA8",19
"Q6YIA3",19
"B8DSA6",173
"B8F3R7",173
"Q8XZJ1",173
"A6U8K2",173
"B5ZAJ9",173
"B3CNG9",173
"A6R9C3",13
"A2R9S1",13
"B8D6D0",13
"B0R457",13
"Q9HRA5",13
"A1RSL5",13
"A2Q0R8",13
"A0LRM6",173
"Q65PA1",173
"Q7VQE2",173
"Q493K2",173
"Q7WRB9",173
"Q7W2F0",173
"Q7VTC7",173
"Q9PJM0",173
"O84527",173
"Q2GH50",173
"A7HM46",173
"B0RZU6",173
"Q5L417",173
"Q2G8X4",173
"B1ZNE2",173
"B3QZZ7",173
"Q1GPA5",173
"B0U5K5",173
"P29327",10
"P26786",12
"A8MBL5",15
"Q6BYK1",26
"Q16ZR8",13
"Q8SS60",13
"Q4U8U5",13
"P48858",58
"B8D680",1
"B7MDP5",1
"A1AGU3",1
"Q1R5L5",1
"Q02G92",1
"Q9HVJ9",1
"Q9V0Z6",1
"Q8ZST4",1
"Q8U0N7",1
"Q59490",37
"Q05343",3
"Q60714",3
"Q9EP69",1
"Q8RW97",1
"O93477",64
"B8DR41",64
"P10819",64
"Q11CD0",64
"Q318B6",64
"Q1GWT5",64
"A4X3Q0",48
"A9G7W0",60
"Q9LXX6",1
"Q9D662",23
"Q3UPL0",4
"Q870W0",16
"Q95M19",4
"P55270",9
"P30619",12
"Q5KV31",19
"A0PSH1",19
"B8DTA0",19
"Q7WFT1",19
"O07497",19
"B7J185",19
"Q7VUR2",19
"B2JHF1",19
"B7LFW8",19
"A9B6X4",19
"Q8F4S9",19
"C5CAR1",19
"Q4A8S6",19
"Q5F807",19
"A1VK79",19
"A9BD85",19
"B1VUY4",19
"Q8DSF0",19
"Q0IDZ9",19
"O83394",19
"O42236",26
"Q65U90",2
"Q93Y07",219
"O28756",1
"A1SSU8",1
"Q0T860",1
"Q7ZTW4",2
"Q5BKK4",2
"Q9UHJ6",83
"P03527",605
"O59923",1
"Q95V25",4
"Q553E9",6
"E5EZW7",1
"P28760",221
"P79894",2
"P79697",1
"B1MTB7",106
"P11818",12
"Q65914",3
"P25193",1
"P11224",1
"Q02385",1
"Q4P2U5",3
"P32558",3
"P42690",20
"P14576",9
"P51650",302
"B5Y7T1",2
"P47305",2
"A6V6C0",9
"P38788",15
"A2YS71",4
"C4K3I8",28
"Q7XQ88",1
"P39007",1
"B7IUJ5",14
"Q9Z6T6",14
"B0UUF3",14
"A8A8L8",14
"Q3B5J6",14
"A6V7K5",14
"A1RTB8",14
"A4XBE5",14
"B8CR00",14
"A6Q7S7",14
"Q9HAC7",16
"Q06330",7
"Q6FCV6",46
"B9MFW6",46
"B0T1Q2",46
"Q5V4L7",46
"Q7N8K4",46
"Q7UKT6",46
"Q8EBR5",46
"P32825",4
"Q5JTZ9",9
"A1A198",9
"B2RZT0",9
"A3DKB6",9
"A8A3H4",9
"Q4QM86",9
"Q2NEW4",9
"P57933",9
"A2BZG2",9
"A2BTZ9",9
"Q3K892",9
"A1RWQ1",9
"A5EHE7",3
"B8D9R3",3
"B4ED73",3
"Q2SX78",3
"O84787",3
"B2UU37",3
"A2RMS1",3
"Q0AM03",3
"Q5ZZP6",3
"A1SNY3",3
"Q7US70",3
"B6ISG4",3
"Q31MM7",3
"Q5MZA4",3
"O83129",3
"B2S239",3
"Q73IL1",3
"Q5GRV6",3
"B4RVQ6",1
"B5F4R1",1
"Q57KF0",1
"B5QWQ1",1
"B5RDU5",1
"B4TG15",1
"B4T4W0",1
"Q5PEK1",1
"A9N2H6",1
"C0PXF5",1
"B5BF22",1
"B4TUI6",1
"P60085",1
"P60084",1
"Q8EGJ3",1
"Q39D20",59
"Q5L734",59
"Q6AQS4",59
"B7MBS5",59
"B7MVZ7",59
"A1AC27",59
"Q0TGW6",59
"Q8FGQ9",59
"Q1RAR8",59
"A5VJG4",59
"B2G6X9",59
"B8EN55",59
"Q8U2G6",59
"Q31NM6",59
"Q72KH6",59
"Q5SKD2",59
"P36419",59
"O83950",59
"B2S4M2",59
"Q9PCC5",59
"B0U2I5",59
"A1B0F1",26
"A7HS42",25
"B0KAA6",27
"Q3ATL0",27
"B3QYR1",27
"A5N867",27
"Q0SU18",28
"B5XVT8",25
"Q9JWT4",16
"Q7N6Y2",27
"A1VL83",27
"Q31C61",27
"Q4ZV02",27
"Q4FQ04",27
"Q12L63",26
"B6YSY7",12
"A9ILQ3",12
"Q6D4H2",12
"B4S3C8",12
"B2U392",12
"Q4J8P9",2
"P95961",2
"Q979U4",2
"Q5PA83",20
"Q6F166",20
"Q7VEV3",20
"Q31AV5",20
"Q9I0A4",20
"P15434",20
"Q5E5G5",20
"Q03SC6",2
"Q02Z94",2
"A1KW09",2
"Q21PU3",2
"C5BKP0",2
"Q8D1W3",2
"A3DF15",14
"B2SXS9",16
"B3R1K1",16
"B0TF88",16
"A9A947",24
"Q2RHW0",16
"Q2GBN6",16
"A4SE02",16
"A6V0W1",20
"Q987T0",14
"Q97CE6",24
"Q7M8S6",24
"Q62CD5",36
"Q6G4S5",20
"B2T6I7",36
"B5Z943",36
"Q5WXX1",36
"Q6KHN7",36
"Q9HVM4",36
"C3KDX4",36
"B0KM84",36
"A4VI60",36
"Q8EBI4",36
"Q4L5P4",36
"P46215",36
"C4V8R9",65
"A4JFZ6",65
"Q5HW66",65
"B0B907",65
"B0BAN6",65
"Q8XHL8",65
"Q15046",65
"Q8EU10",65
"B0TTP2",65
"B2IN95",65
"A5GI38",65
"Q7MAR1",65
"B3DRD0",14
"Q898V2",27
"Q484Q5",14
"B7UKT2",15
"Q5FTV3",14
"B1MY11",15
"P75398",15
"Q04FL2",15
"B2RIZ3",14
"A4WHK6",14
"A9WS85",15
"Q5LMY0",14
"Q2S415",14
"A6U2M4",17
"A5ITT0",17
"Q9A1P0",14
"B1I8Y2",14
"Q7U6T1",15
"Q8DH61",15
"Q9WY15",26
"Q73IT7",14
"Q9PBG8",14
"B0BTA2",36
"Q8PYJ4",36
"A3CX39",36
"Q87XN0",36
"A0KW24",36
"Q88WA8",59
"Q19722",59
"Q6D453",59
"Q8EEZ1",59
"Q5H049",59
"Q6FZX5",12
"A2ST96",18
"Q8EUW7",18
"A1KUG4",12
"A4SVA7",12
"A9BED0",12
"Q1I6D7",12
"A3QG64",12
"Q8DKT0",12
"B1H063",12
"Q8DBH9",12
"Q0TTG1",12
"A1SS83",17
"Q1LQ72",27
"Q57RP8",14
"B2TU51",14
"B3ERZ8",5
"Q5PAM4",5
"B7GMJ3",5
"Q1BT49",5
"B1JZC6",5
"A0KAZ0",5
"A9AE58",5
"A1W0F9",5
"Q5L6U4",5
"B2UW74",5
"C6BU27",5
"A9A099",5
"A4J9D2",5
"Q1WU48",5
"Q72QL1",5
"Q602H4",5
"B0JLI8",5
"B7V3E4",5
"Q92Q31",5
"E1WGF0",5
"P0CL51",5
"C0MGC8",5
"Q4J904",5
"Q8KPU9",5
"Q0AU94",5
"B1L826",5
"Q3SF80",5
"Q6P799",12
"Q9NP81",12
"P38705",12
"B8J8M9",12
"Q5HW78",12
"Q46F20",12
"B1MEI9",12
"A1B4S2",12
"A1RRX4",12
"Q21K22",12
"A4YH38",2
"Q57PV3",8
"C3N1B5",2
"Q660D6",36
"Q9Z987",36
"Q5PJB8",36
"Q67SJ2",36
"Q8UIE8",18
"Q9HVX6",18
"Q475S5",14
"Q2W2T6",14
"Q8TSI1",25
"Q3JCM3",14
"Q3A220",14
"A1RSH9",25
"Q6N703",14
"Q68WH9",14
"B2IN18",14
"B5XJ70",14
"Q39DG2",12
"P20351",12
"P43642",2
"Q8ZN83",27
"Q54UP4",27
"A6TK31",10
"B8H7N3",23
"Q8KA27",27
"A7H591",1
"Q9RUP6",10
"Q6MAI4",27
"Q7VD64",27
"Q7V2G1",27
"B8EFD7",27
"P44038",1
"P21958",42
"Q8R1G1",19
"Q9BQE3",424
"P09733",424
"Q32KN8",424
"P11482",424
"Q56YW9",424
"P46264",424
"Q9ASR0",424
"Q9NFZ5",424
"P29502",424
"P24636",424
"Q6VAF7",424
"Q9GSR5",424
"Q52NY7",424
"P34785",424
"Q9K0V0",1
"Q3ZBH0",804
"Q5NVF9",804
"P47079",804
"O77622",804
"Q5E984",6
"Q5BFN9",6
"Q6CTH3",6
"A8AQ07",40
"P46462",18
"Q9PU53",15
"Q9JLF6",23
"Q6FEJ4",91
"Q65ZW4",91
"B8D8T4",91
"A8FM59",91
"B6JKL0",91
"Q04UC6",91
"Q04Z48",91
"Q0AG55",91
"Q8RAM9",91
"C4L7L3",91
"Q8TI28",6
"Q39HY9",6
"Q186R0",6
"B4S9A9",6
"B7NRS3",2
"A2BTP5",2
"A4SFW2",2
"Q3B0V2",2
"A0KIY0",2
"B7MD81",2
"B7MQD8",2
"A1A892",2
"Q8FKB7",2
"Q1RFB7",2
"B8D0L5",2
"Q042N0",2
"O24731",804
"P80698",2
"A8LQQ9",2
"B8F6T9",2
"Q6AG00",2
"A0QDF1",2
"Q73XM7",2
"A3Q2I4",2
"Q3JAJ7",2
"A5W636",2
"Q215J3",2
"A4WS82",2
"P0C0E1",2
"A0LEF2",2
"Q2JQ33",2
"B9L1E4",2
"Q31GF2",2
"B8GNT7",2
"C4LDB2",2
"Q3BWQ2",2
"Q8PBY7",2
"A1JNN4",2
"Q8KA23",1
"A5UA84",1
"Q8Z996",1
"Q6GH64",60
"B3Y618",2
"Q4R8W3",1
"Q9KA23",19
"P39814",19
"Q9PEV8",19
"Q73E74",19
"Q9KQF5",19
"Q9KRF0",38
"Q57D01",76
"Q8G0F7",76
"B2S1P0",76
"Q9PMQ6",76
"Q1IZA2",76
"Q74K79",76
"Q7V7D2",76
"A7NI03",76
"B5FPS9",76
"B5QX14",76
"B5RF90",76
"Q5PJE0",76
"A9MZG8",76
"B5BJJ8",76
"B4U3U0",76
"Q67SW4",76
"Q2VPM9",1
"B9S9Z3",18
"Q00764",10
"O45380",10
"B7NUW3",4
"A7ZT60",4
"B7M3D0",4
"A8A5X9",4
"B1J0B4",4
"B6I385",4
"Q83PS8",4
"Q3YWJ3",4
"O93654",83
"Q9QJ23",1
"B7NFR5",1
"B1LNS5",1
"B9LA97",1
"B7GGD9",14
"B7HDW4",14
"Q812X2",14
"Q5HV68",14
"B0REN1",14
"Q8CY26",14
"B1I2N1",14
"Q9ZK66",14
"A6W1U0",14
"B9KNX7",14
"Q9A566",3
"Q28PE7",3
"A8G5I6",3
"Q3K1B8",3
"Q8DZX5",3
"Q48TI1",3
"Q67PC6",3
"B7ML77",4
"A1AAN1",4
"Q1RCA6",4
"B8FVH5",35
"A8LMJ6",31
"P20575",37
"A9F0C1",35
"Q2JQ65",35
"Q8DI76",35
"O94582",22
"P00899",22
"Q9WUD2",12
"Q814C2",5
"A1TLH0",5
"O66953",5
"B3DQE2",5
"Q8CY46",5
"A3DJK8",5
"Q9ZKC0",5
"Q28LN3",5
"Q5FM60",5
"A9BGW7",5
"B2U6Z1",5
"A8H305",5
"Q8E7Q5",5
"Q9HJN5",2
"A9NGE6",14
"Q39H28",3
"A7NAR1",3
"Q2A4N1",3
"Q0BN06",3
"Q73VW3",13
"B0KHX6",13
"Q2RMR8",3
"Q57JI1",3
"Q8ZLT2",3
"Q2NW21",5
"A4W9Y2",4
"A9MRV0",4
"Q76IQ3",22
"P47297",20
"Q12QG2",20
"B5FA99",20
"O30394",302
"C3PEY5",302
"Q8FR47",302
"C5DAR2",302
"B7KQG2",302
"Q03F96",302
"A3QBR4",302
"Q0HG85",302
"Q0HSH8",302
"Q1JC96",302
"Q1JM80",302
"C4LD19",302
"P53177",6
"Q91YN5",10
"F6V6I0",6
"Q9Y5T5",6
"Q9H0E7",6
"Q6P9L4",6
"Q1M589",18
"Q2SU77",14
"Q31VH5",18
"Q82MX6",34
"Q720K2",34
"Q7W1Y7",34
"Q9PJ40",34
"B9KEK7",34
"Q9ZJN9",34
"Q032L5",34
"A1SNW4",34
"Q8EB78",34
"P0A4P5",34
"P0A4P3",34
"P0A4P4",34
"Q8TXA7",32
